team,player,track,score
fr,Ford (bag),Pipe Underworld,1
fr,Ford (bag),Lava Road,0
fr,Ford (bag),Castle of Time,0
fr,Ford (bag),Jungle Cliff,1
fr,Ford (bag),Infernal Pipeyard,1
fr,Ford (bag),Skyline Avenue,0
fr,Ford (bag),Siberian Chateau,1
fr,Ford (bag),Final Grounds,1
fr,Ford (bag),GBA Bowser Castle 2,0
fr,Ford,GBA Bowser Castle 4,3
fr,Ford,Thwomp Swamp,3
μ's,Loen,Castle of Darkness,6
μ's,Loen,Pipe Underworld,3
μ's,Loen,Lava Road,8
μ's,Loen,Castle of Time,12
μ's,Loen,Jungle Cliff,4
μ's,Loen,Infernal Pipeyard,4
μ's,Loen,Skyline Avenue,12
μ's,Loen,Siberian Chateau,12
μ's,Loen,Final Grounds,2
μ's,Loen,GBA Bowser Castle 2,8
μ's,Loen,GBA Bowser Castle 4,4
μ's,Loen,Thwomp Swamp,8
μ's,Mooray,Castle of Darkness,3
μ's,Mooray,Pipe Underworld,10
μ's,Mooray,Lava Road,4
μ's,Mooray,Castle of Time,15
μ's,Mooray,Jungle Cliff,8
μ's,Mooray,Infernal Pipeyard,8
μ's,Mooray,Skyline Avenue,2
μ's,Mooray,Siberian Chateau,3
μ's,Mooray,Final Grounds,3
μ's,Mooray,GBA Bowser Castle 2,12
μ's,Mooray (bag),GBA Bowser Castle 4,1
μ's,Mooray,Thwomp Swamp,11
μ's,Dermo,Castle of Darkness,12
μ's,Dermo,Pipe Underworld,8
μ's,Dermo,Lava Road,6
μ's,Dermo,Castle of Time,4
μ's,Dermo,Jungle Cliff,6
μ's,Dermo,Infernal Pipeyard,6
μ's,Dermo,Skyline Avenue,4
μ's,Dermo,Siberian Chateau,4
μ's,Dermo,Final Grounds,6
μ's,Dermo,GBA Bowser Castle 2,6
μ's,Dermo,GBA Bowser Castle 4,15
μ's,Dermo,Thwomp Swamp,2
μ's,Flavian,Castle of Darkness,4
μ's,Flavian,Pipe Underworld,12
μ's,Flavian,Lava Road,10
μ's,Flavian,Castle of Time,3
μ's,Flavian,Jungle Cliff,11
μ's,Flavian,Infernal Pipeyard,2
μ's,Flavian,Skyline Avenue,3
μ's,Flavian,Siberian Chateau,2
μ's,Flavian,Final Grounds,4
μ's,Flavian,GBA Bowser Castle 2,4
μ's,Flavian,GBA Bowser Castle 4,2
μ's,Flavian,Thwomp Swamp,6
μ's,Loocas (bag),Castle of Darkness,1
μ's,Loocas (bag),Pipe Underworld,0
μ's,Loocas (bag),Lava Road,1
μ's,Loocas (bag),Castle of Time,1
μ's,Loocas (bag),Jungle Cliff,0
μ's,Loocas (bag),Infernal Pipeyard,0
μ's,Loocas (bag),Skyline Avenue,1
μ's,Loocas (bag),Siberian Chateau,0
μ's,Loocas (bag),Final Grounds,0
μ's,Loocas (bag),GBA Bowser Castle 2,1
μ's,Loocas (bag),GBA Bowser Castle 4,0
μ's,Loocas (bag),Thwomp Swamp,0
Eι,CC,Lost Fortress,12
Eι,CC,GBA Snow Land,15
Eι,CC,Starry Cityscape,10
Eι,CC,Ruinated Peach's Castle,15
Eι,CC,Rush City Run,15
Eι,CC,Dark Matter Shrine,10
Eι,CC,Anthill & Apian Apts.,15
Eι,CC,Sandy Clocktower,12
Eι,CC,Fort Francis,6
Eι,CC,Thump Bump Forest,3
Eι,CC,DS Rainbow Road,8
Eι,EmiddlenameG,Lost Fortress,15
Eι,EmiddlenameG,GBA Snow Land,3
Eι,EmiddlenameG,Starry Cityscape,4
Eι,EmiddlenameG,Ruinated Peach's Castle,8
Eι,EmiddlenameG,Rush City Run,6
Eι,EmiddlenameG,Dark Matter Shrine,12
Eι,EmiddlenameG,Anthill & Apian Apts.,4
Eι,EmiddlenameG,Sandy Clocktower,8
Eι,EmiddlenameG,Fort Francis,10
Eι,EmiddlenameG,Thump Bump Forest,10
Eι,EmiddlenameG,DS Rainbow Road,12
Eι,Rowlet4Ever,Lost Fortress,6
Eι,Rowlet4Ever,GBA Snow Land,6
Eι,Rowlet4Ever,Starry Cityscape,6
Eι,Rowlet4Ever,Ruinated Peach's Castle,4
Eι,Rowlet4Ever,Rush City Run,2
Eι,Rowlet4Ever,Dark Matter Shrine,8
Eι,Rowlet4Ever,Anthill & Apian Apts.,10
Eι,Rowlet4Ever,Sandy Clocktower,4
Eι,Rowlet4Ever,Fort Francis,4
Eι,Rowlet4Ever,Thump Bump Forest,2
Eι,Rowlet4Ever,DS Rainbow Road,15
Eι,Yuto,Lost Fortress,8
Eι,Yuto,GBA Snow Land,10
Eι,Yuto,Starry Cityscape,8
Eι,Yuto,Ruinated Peach's Castle,3
Eι,Yuto,Rush City Run,3
Eι,Yuto,Dark Matter Shrine,6
Eι,Yuto,Anthill & Apian Apts.,8
Eι,Yuto,Sandy Clocktower,2
Eι,Yuto,Fort Francis,8
Eι,Yuto,Thump Bump Forest,8
Eι,Yuto,DS Rainbow Road,4
Eι,Sparkster (bag),Lost Fortress,1
Eι,Sparkster (bag),GBA Snow Land,1
Eι,Sparkster (bag),Starry Cityscape,1
Eι,Sparkster (bag),Ruinated Peach's Castle,1
Eι,Sparkster (bag),Rush City Run,1
Eι,Sparkster (bag),Dark Matter Shrine,1
Eι,Sparkster (bag),Anthill & Apian Apts.,1
Eι,Sparkster (bag),Sandy Clocktower,0
Eι,Sparkster (bag),Fort Francis,0
Eι,Sparkster (bag),Thump Bump Forest,1
Eι,Sparkster (bag),DS Rainbow Road,1
[80],Masako,Lost Fortress,4
[80],Masako,GBA Snow Land,12
[80],Masako,Starry Cityscape,12
[80],Masako,Ruinated Peach's Castle,12
[80],Masako,Rush City Run,8
[80],Masako,Dark Matter Shrine,4
[80],Masako,Anthill & Apian Apts.,12
[80],Masako,Sandy Clocktower,15
[80],Masako,Fort Francis,3
[80],Masako,Thump Bump Forest,6
[80],Masako,DS Rainbow Road,10
[80],Wolfpack,Lost Fortress,10
[80],Wolfpack,GBA Snow Land,8
[80],Wolfpack,Starry Cityscape,3
[80],Wolfpack,Ruinated Peach's Castle,2
[80],Wolfpack,Rush City Run,12
[80],Wolfpack,Dark Matter Shrine,15
[80],Wolfpack,Anthill & Apian Apts.,2
[80],Wolfpack,Sandy Clocktower,6
[80],Wolfpack,Fort Francis,12
[80],Wolfpack,Thump Bump Forest,15
[80],Wolfpack,DS Rainbow Road,3
[80],GAMT Eric,Lost Fortress,3
[80],GAMT Eric,GBA Snow Land,4
[80],GAMT Eric,Starry Cityscape,2
[80],GAMT Eric,Ruinated Peach's Castle,10
[80],GAMT Eric,Rush City Run,10
[80],GAMT Eric,Dark Matter Shrine,3
[80],GAMT Eric,Anthill & Apian Apts.,6
[80],GAMT Eric,Sandy Clocktower,10
[80],GAMT Eric,Fort Francis,15
[80],GAMT Eric,Thump Bump Forest,12
[80],GAMT Eric,DS Rainbow Road,6
[80],TigerClamory,Lost Fortress,2
[80],TigerClamory,GBA Snow Land,2
[80],TigerClamory,Starry Cityscape,15
[80],TigerClamory,Ruinated Peach's Castle,6
[80],TigerClamory,Rush City Run,4
[80],TigerClamory,Dark Matter Shrine,2
[80],TigerClamory,Anthill & Apian Apts.,3
[80],TigerClamory,Sandy Clocktower,3
[80],TigerClamory,Fort Francis,2
[80],TigerClamory,Thump Bump Forest,4
[80],TigerClamory,DS Rainbow Road,2
[80],Lawrence (bag),Lost Fortress,0
[80],Lawrence (bag),GBA Snow Land,0
[80],Lawrence (bag),Starry Cityscape,0
[80],Lawrence (bag),Ruinated Peach's Castle,0
[80],Lawrence (bag),Rush City Run,0
[80],Lawrence (bag),Dark Matter Shrine,0
[80],Lawrence (bag),Anthill & Apian Apts.,0
[80],Lawrence (bag),Sandy Clocktower,1
[80],Lawrence (bag),Fort Francis,1
[80],Lawrence (bag),Thump Bump Forest,0
[80],Lawrence (bag),DS Rainbow Road,0
Eι,CC,Anthill & Apian Apts.,8
Eι,CC,Mushroom Island,12
Eι,CC,Yoshi Lagoon,6
Eι,CC,N64 Banshee Boardwalk,12
Eι,CC,Glimmer Express Trains,8
Eι,CC,Wiimmfi Wonder World,10
Eι,CC,Ruinated Peach's Castle,6
Eι,CC,Infernal Pipeyard,15
Eι,CC,Mushroom Peaks,3
Eι,CC,Marble Towers,15
Eι,CC,Sandy Clocktower,12
Eι,CC,3DS DK Jungle,15
Eι,Striker,Anthill & Apian Apts.,4
Eι,Striker,Mushroom Island,4
Eι,Striker,Yoshi Lagoon,10
Eι,Striker,N64 Banshee Boardwalk,8
Eι,Striker,Glimmer Express Trains,6
Eι,Striker,Wiimmfi Wonder World,8
Eι,Striker,Ruinated Peach's Castle,10
Eι,Striker,Infernal Pipeyard,12
Eι,Striker,Mushroom Peaks,15
Eι,Striker,Marble Towers,4
Eι,Striker,Sandy Clocktower,4
Eι,Striker,3DS DK Jungle,4
Eι,Rowlet4Ever,Anthill & Apian Apts.,10
Eι,Rowlet4Ever,Mushroom Island,2
Eι,Rowlet4Ever,Yoshi Lagoon,4
Eι,Rowlet4Ever,N64 Banshee Boardwalk,10
Eι,Rowlet4Ever,Glimmer Express Trains,3
Eι,Rowlet4Ever,Wiimmfi Wonder World,6
Eι,Rowlet4Ever,Ruinated Peach's Castle,12
Eι,Rowlet4Ever,Infernal Pipeyard,4
Eι,Rowlet4Ever,Mushroom Peaks,4
Eι,Rowlet4Ever,Marble Towers,2
Eι,Rowlet4Ever,Sandy Clocktower,15
Eι,Rowlet4Ever,3DS DK Jungle,8
Eι,Yuto,Anthill & Apian Apts.,12
Eι,Yuto,Mushroom Island,3
Eι,Yuto,Yoshi Lagoon,3
Eι,Yuto,N64 Banshee Boardwalk,4
Eι,Yuto,Glimmer Express Trains,12
Eι,Yuto,Wiimmfi Wonder World,3
Eι,Yuto,Ruinated Peach's Castle,4
Eι,Yuto,Infernal Pipeyard,3
Eι,Yuto,Mushroom Peaks,12
Eι,Yuto,Marble Towers,8
Eι,Yuto,Sandy Clocktower,2
Eι,Yuto,3DS DK Jungle,6
Eι,Sparkster (bag),Anthill & Apian Apts.,1
Eι,Sparkster (bag),Mushroom Island,1
Eι,Sparkster (bag),Yoshi Lagoon,1
Eι,Sparkster (bag),N64 Banshee Boardwalk,0
Eι,Sparkster (bag),Glimmer Express Trains,1
Eι,Sparkster (bag),Wiimmfi Wonder World,0
Eι,Sparkster (bag),Ruinated Peach's Castle,0
Eι,Sparkster (bag),Infernal Pipeyard,1
Eι,Sparkster (bag),Mushroom Peaks,1
Eι,Sparkster (bag),Marble Towers,1
Eι,Sparkster (bag),Sandy Clocktower,1
Eι,Sparkster (bag),3DS DK Jungle,1
μ's,Flavian,Anthill & Apian Apts.,15
μ's,Flavian,Mushroom Island,8
μ's,Flavian,Yoshi Lagoon,15
μ's,Flavian,N64 Banshee Boardwalk,3
μ's,Flavian,Glimmer Express Trains,15
μ's,Flavian,Wiimmfi Wonder World,4
μ's,Flavian,Ruinated Peach's Castle,8
μ's,Flavian,Infernal Pipeyard,8
μ's,Flavian,Mushroom Peaks,6
μ's,Flavian,Marble Towers,3
μ's,Flavian,Sandy Clocktower,10
μ's,Flavian,3DS DK Jungle,3
μ's,Dermo,Anthill & Apian Apts.,3
μ's,Dermo,Mushroom Island,15
μ's,Dermo,Yoshi Lagoon,8
μ's,Dermo,N64 Banshee Boardwalk,2
μ's,Dermo,Glimmer Express Trains,10
μ's,Dermo,Wiimmfi Wonder World,12
μ's,Dermo,Ruinated Peach's Castle,3
μ's,Dermo,Infernal Pipeyard,2
μ's,Dermo,Mushroom Peaks,10
μ's,Dermo,Marble Towers,12
μ's,Dermo,Sandy Clocktower,6
μ's,Dermo,3DS DK Jungle,12
μ's,Mooray,Anthill & Apian Apts.,2
μ's,Mooray,Mushroom Island,6
μ's,Mooray,Yoshi Lagoon,2
μ's,Mooray,N64 Banshee Boardwalk,6
μ's,Mooray,Glimmer Express Trains,2
μ's,Mooray,Wiimmfi Wonder World,15
μ's,Mooray,Ruinated Peach's Castle,15
μ's,Mooray,Infernal Pipeyard,10
μ's,Mooray,Mushroom Peaks,8
μ's,Mooray,Marble Towers,10
μ's,Mooray,Sandy Clocktower,3
μ's,Mooray,3DS DK Jungle,10
μ's,Loen,Anthill & Apian Apts.,6
μ's,Loen,Mushroom Island,10
μ's,Loen,Yoshi Lagoon,12
μ's,Loen,N64 Banshee Boardwalk,15
μ's,Loen,Glimmer Express Trains,4
μ's,Loen,Wiimmfi Wonder World,2
μ's,Loen,Ruinated Peach's Castle,2
μ's,Loen,Infernal Pipeyard,6
μ's,Loen,Mushroom Peaks,2
μ's,Loen,Marble Towers,6
μ's,Loen,Sandy Clocktower,8
μ's,Loen,3DS DK Jungle,2
μ's,Loocas (bag),Anthill & Apian Apts.,0
μ's,Loocas (bag),Mushroom Island,0
μ's,Loocas (bag),Yoshi Lagoon,0
μ's,Loocas (bag),N64 Banshee Boardwalk,1
μ's,Loocas (bag),Glimmer Express Trains,0
μ's,Loocas (bag),Wiimmfi Wonder World,1
μ's,Loocas (bag),Ruinated Peach's Castle,1
μ's,Loocas (bag),Infernal Pipeyard,0
μ's,Loocas (bag),Mushroom Peaks,0
μ's,Loocas (bag),Marble Towers,0
μ's,Loocas (bag),Sandy Clocktower,0
μ's,Loocas (bag),3DS DK Jungle,0
SN,FolF,Fort Francis,15
SN,FolF,Frantic Funyard,3
SN,FolF,Cosmic Grove,15
SN,FolF,Obstagoon's Palace,6
SN,FolF,Underground Sky,8
SN,FolF,Aquadrom Stage,12
SN,FolF,Gothic Castle,12
SN,FolF,White Garden,4
SN,FolF,Wario's Climate Cataclysm,15
SN,FolF,Sandy Clocktower,15
SN,FolF,Banished Keep,2
SN,FolF,N64 Wario Stadium,6
SN,JakeUS,Fort Francis,10
SN,JakeUS,Frantic Funyard,15
SN,JakeUS,Cosmic Grove,3
SN,JakeUS,Obstagoon's Palace,12
SN,JakeUS,Underground Sky,15
SN,JakeUS,Aquadrom Stage,3
SN,JakeUS,Gothic Castle,8
SN,JakeUS,White Garden,12
SN,JakeUS,Wario's Climate Cataclysm,2
SN,JakeUS,Sandy Clocktower,3
SN,JakeUS,Banished Keep,10
SN,JakeUS,N64 Wario Stadium,2
SN,Bowser498,Fort Francis,2
SN,Bowser498,Frantic Funyard,12
SN,Bowser498,Cosmic Grove,12
SN,Bowser498,Obstagoon's Palace,15
SN,Bowser498,Underground Sky,10
SN,Bowser498,Aquadrom Stage,2
SN,Bowser498,Gothic Castle,2
SN,Bowser498,White Garden,3
SN,Bowser498,Wario's Climate Cataclysm,10
SN,Bowser498,Sandy Clocktower,12
SN,Bowser498,Banished Keep,4
SN,Bowser498,N64 Wario Stadium,3
SN,JC,Fort Francis,4
SN,JC,Frantic Funyard,8
SN,JC,Cosmic Grove,4
SN,JC,Obstagoon's Palace,3
SN,JC,Underground Sky,2
SN,JC,Aquadrom Stage,4
SN,JC,Gothic Castle,6
SN,JC,White Garden,2
SN,JC,Wario's Climate Cataclysm,12
SN,JC,Sandy Clocktower,6
SN,JC,Banished Keep,6
SN,JC,N64 Wario Stadium,10
SN,Gwynne005 (bag),Fort Francis,1
SN,Gwynne005 (bag),Frantic Funyard,0
SN,Gwynne005 (bag),Cosmic Grove,0
SN,Gwynne005 (bag),Obstagoon's Palace,1
SN,Gwynne005 (bag),Underground Sky,0
SN,Gwynne005 (bag),Aquadrom Stage,1
SN,Gwynne005 (bag),Gothic Castle,0
SN,Gwynne005 (bag),White Garden,0
SN,Gwynne005 (bag),Wario's Climate Cataclysm,0
SN,Gwynne005 (bag),Sandy Clocktower,1
SN,Gwynne005 (bag),Banished Keep,1
SN,Gwynne005 (bag),N64 Wario Stadium,1
SLAY,Dots,Fort Francis,8
SLAY,Dots,Frantic Funyard,10
SLAY,Dots,Cosmic Grove,2
SLAY,Dots,Obstagoon's Palace,10
SLAY,Dots,Underground Sky,12
SLAY,Dots,Aquadrom Stage,15
SLAY,Dots,Gothic Castle,3
SLAY,Dots,White Garden,8
SLAY,Dots,Wario's Climate Cataclysm,4
SLAY,Dots,Sandy Clocktower,10
SLAY,Dots,Banished Keep,15
SLAY,Dots,N64 Wario Stadium,15
SLAY,Keagan,Fort Francis,12
SLAY,Keagan,Frantic Funyard,6
SLAY,Keagan,Cosmic Grove,6
SLAY,Keagan,Obstagoon's Palace,8
SLAY,Keagan,Underground Sky,3
SLAY,Keagan,Aquadrom Stage,6
SLAY,Keagan,Gothic Castle,4
SLAY,Keagan,White Garden,10
SLAY,Keagan,Wario's Climate Cataclysm,6
SLAY,Keagan,Sandy Clocktower,8
SLAY,Keagan,Banished Keep,12
SLAY,Keagan,N64 Wario Stadium,8
SLAY,Mystique,Fort Francis,6
SLAY,Mystique,Frantic Funyard,2
SLAY,Mystique,Cosmic Grove,10
SLAY,Mystique,Obstagoon's Palace,2
SLAY,Mystique,Underground Sky,4
SLAY,Mystique,Aquadrom Stage,8
SLAY,Mystique,Gothic Castle,15
SLAY,Mystique,White Garden,15
SLAY,Mystique,Wario's Climate Cataclysm,8
SLAY,Mystique,Sandy Clocktower,2
SLAY,Mystique,Banished Keep,3
SLAY,Mystique,N64 Wario Stadium,12
SLAY,lsuth,Fort Francis,3
SLAY,lsuth,Frantic Funyard,4
SLAY,lsuth,Cosmic Grove,8
SLAY,lsuth,Obstagoon's Palace,4
SLAY,lsuth,Underground Sky,6
SLAY,lsuth,Aquadrom Stage,10
SLAY,lsuth,Gothic Castle,10
SLAY,lsuth,White Garden,6
SLAY,lsuth,Wario's Climate Cataclysm,3
SLAY,lsuth,Sandy Clocktower,4
SLAY,lsuth,Banished Keep,8
SLAY,lsuth,N64 Wario Stadium,4
SLAY,Bally (bag),Fort Francis,0
SLAY,Bally (bag),Frantic Funyard,1
SLAY,Bally (bag),Cosmic Grove,1
SLAY,Bally (bag),Obstagoon's Palace,0
SLAY,Bally (bag),Underground Sky,1
SLAY,Bally (bag),Aquadrom Stage,0
SLAY,Bally (bag),Gothic Castle,1
SLAY,Bally (bag),White Garden,1
SLAY,Bally (bag),Wario's Climate Cataclysm,1
SLAY,Bally (bag),Sandy Clocktower,0
SLAY,Bally (bag),Banished Keep,0
SLAY,Bally (bag),N64 Wario Stadium,0
[80],hazr,GBA Bowser Castle 4,4
[80],hazr,DS Rainbow Road,8
[80],hazr,Lava Road,12
[80],hazr,Castle of Time,10
[80],hazr,Sandstone Cliffs,2
[80],hazr,Starry Cityscape,15
[80],hazr,Skyline Avenue,8
[80],hazr,Sahara Hideout,2
[80],hazr,GBA Snow Land,12
[80],hazr,Phendrana Frostbite,12
[80],hazr,Vile Isle,6
[80],hazr,Final Grounds,15
[80],TigerClamory,GBA Bowser Castle 4,3
[80],TigerClamory,DS Rainbow Road,10
[80],TigerClamory,Lava Road,8
[80],TigerClamory,Castle of Time,12
[80],TigerClamory,Sandstone Cliffs,10
[80],TigerClamory,Starry Cityscape,10
[80],TigerClamory,Skyline Avenue,4
[80],TigerClamory,Sahara Hideout,8
[80],TigerClamory,GBA Snow Land,10
[80],TigerClamory,Phendrana Frostbite,10
[80],TigerClamory (bag),Vile Isle,1
[80],TigerClamory,Final Grounds,10
[80],GalDen,GBA Bowser Castle 4,12
[80],GalDen,DS Rainbow Road,12
[80],GalDen,Lava Road,15
[80],GalDen,Castle of Time,8
[80],GalDen,Sandstone Cliffs,8
[80],GalDen,Starry Cityscape,12
[80],GalDen,Skyline Avenue,2
[80],GalDen,Sahara Hideout,6
[80],GalDen,GBA Snow Land,3
[80],GalDen,Phendrana Frostbite,6
[80],GalDen,Vile Isle,3
[80],GalDen,Final Grounds,8
[80],cheesebait (bag),GBA Bowser Castle 4,1
[80],cheesebait (bag),DS Rainbow Road,1
[80],cheesebait,Lava Road,4
[80],cheesebait,Castle of Time,15
[80],cheesebait,Sandstone Cliffs,12
[80],cheesebait,Starry Cityscape,8
[80],cheesebait,Skyline Avenue,10
[80],cheesebait,Sahara Hideout,4
[80],cheesebait,GBA Snow Land,2
[80],cheesebait,Phendrana Frostbite,8
[80],cheesebait,Vile Isle,4
[80],cheesebait,Final Grounds,4
[80],Masako,GBA Bowser Castle 4,15
[80],Masako,DS Rainbow Road,2
[80],Masako (bag),Lava Road,0
[80],Masako (bag),Castle of Time,1
[80],Masako (bag),Sandstone Cliffs,1
[80],Masako (bag),Starry Cityscape,1
[80],Masako (bag),Skyline Avenue,1
[80],Masako (bag),Sahara Hideout,0
[80],Masako (bag),GBA Snow Land,0
[80],Masako (bag),Phendrana Frostbite,1
[80],Masako (bag),Vile Isle,0
[80],Masako (bag),Final Grounds,0
fr,Mini Pekka,GBA Bowser Castle 4,2
fr,Mini Pekka,DS Rainbow Road,15
fr,Mini Pekka,Lava Road,10
fr,Mini Pekka,Castle of Time,4
fr,Mini Pekka,Sandstone Cliffs,15
fr,Mini Pekka,Starry Cityscape,6
fr,Mini Pekka,Skyline Avenue,15
fr,Mini Pekka,Sahara Hideout,12
fr,Mini Pekka,GBA Snow Land,4
fr,Mini Pekka,Phendrana Frostbite,2
fr,Mini Pekka,Vile Isle,12
fr,Mini Pekka (bag),Final Grounds,1
fr,Linkin Park,GBA Bowser Castle 4,6
fr,Linkin Park,DS Rainbow Road,6
fr,Linkin Park,Lava Road,3
fr,Linkin Park,Castle of Time,2
fr,Linkin Park,Sandstone Cliffs,3
fr,Linkin Park,Starry Cityscape,2
fr,Linkin Park,Skyline Avenue,6
fr,Linkin Park,Sahara Hideout,15
fr,Linkin Park,GBA Snow Land,15
fr,Linkin Park,Phendrana Frostbite,3
fr,Linkin Park,Vile Isle,15
fr,Linkin Park,Final Grounds,12
fr,squirrel,GBA Bowser Castle 4,10
fr,squirrel,DS Rainbow Road,4
fr,squirrel,Lava Road,6
fr,squirrel,Castle of Time,6
fr,squirrel,Sandstone Cliffs,4
fr,squirrel,Starry Cityscape,4
fr,squirrel,Skyline Avenue,3
fr,squirrel,Sahara Hideout,3
fr,squirrel,GBA Snow Land,8
fr,squirrel,Phendrana Frostbite,15
fr,squirrel,Vile Isle,10
fr,squirrel,Final Grounds,6
fr,Orca,GBA Bowser Castle 4,8
fr,Orca,DS Rainbow Road,3
fr,Orca,Lava Road,2
fr,Orca,Castle of Time,3
fr,Orca,Sandstone Cliffs,6
fr,Orca,Starry Cityscape,3
fr,Orca,Skyline Avenue,12
fr,Orca,Sahara Hideout,10
fr,Orca,GBA Snow Land,6
fr,Orca,Phendrana Frostbite,4
fr,Orca,Vile Isle,2
fr,Orca,Final Grounds,2
fr,eloslingshotdxcn (bag),GBA Bowser Castle 4,0
fr,eloslingshotdxcn (bag),DS Rainbow Road,0
fr,eloslingshotdxcn (bag),Lava Road,1
fr,eloslingshotdxcn (bag),Castle of Time,0
fr,eloslingshotdxcn (bag),Sandstone Cliffs,0
fr,eloslingshotdxcn (bag),Starry Cityscape,0
fr,eloslingshotdxcn (bag),Skyline Avenue,0
fr,eloslingshotdxcn (bag),Sahara Hideout,1
fr,eloslingshotdxcn (bag),GBA Snow Land,1
fr,eloslingshotdxcn (bag),Phendrana Frostbite,0
fr,eloslingshotdxcn,Vile Isle,8
fr,eloslingshotdxcn,Final Grounds,3
CPFG,Lochie,Anthill & Apian Apts.,12
CPFG,Lochie,Festival Town,6
CPFG,Lochie,Ice Cream Fortress,12
CPFG,Lochie,SNES Choco Island 2,8
CPFG,Lochie,Skyline Avenue,15
CPFG,Lochie,Ruinated Peach's Castle,4
CPFG,Lochie,Spooky Swamp,15
CPFG,Lochie,Mushroom Peaks,12
CPFG,Lochie,Wario's Climate Cataclysm,4
CPFG,Lochie,Final Grounds,12
CPFG,Lochie,Shy Guy Lumber Co.,15
CPFG,Lochie,GBA Snow Land,8
CPFG,Star,Anthill & Apian Apts.,8
CPFG,Star,Festival Town,8
CPFG,Star,Ice Cream Fortress,4
CPFG,Star,SNES Choco Island 2,12
CPFG,Star,Skyline Avenue,4
CPFG,Star,Ruinated Peach's Castle,6
CPFG,Star,Spooky Swamp,12
CPFG,Star,Mushroom Peaks,15
CPFG,Star,Wario's Climate Cataclysm,6
CPFG,Star,Final Grounds,15
CPFG,Star,Shy Guy Lumber Co.,4
CPFG,Star,GBA Snow Land,15
CPFG,svarti,Anthill & Apian Apts.,2
CPFG,svarti,Festival Town,12
CPFG,svarti,Ice Cream Fortress,15
CPFG,svarti,SNES Choco Island 2,10
CPFG,svarti,Skyline Avenue,10
CPFG,svarti,Ruinated Peach's Castle,3
CPFG,svarti,Spooky Swamp,8
CPFG,svarti,Mushroom Peaks,4
CPFG,svarti,Wario's Climate Cataclysm,10
CPFG,svarti,Final Grounds,3
CPFG,svarti,Shy Guy Lumber Co.,6
CPFG,svarti,GBA Snow Land,4
CPFG,Leb,Anthill & Apian Apts.,4
CPFG,Leb,Festival Town,10
CPFG,Leb,Ice Cream Fortress,3
CPFG,Leb,SNES Choco Island 2,15
CPFG,Leb,Skyline Avenue,12
CPFG,Leb,Ruinated Peach's Castle,2
CPFG,Leb,Spooky Swamp,3
CPFG,Leb,Mushroom Peaks,3
CPFG,Leb,Wario's Climate Cataclysm,2
CPFG,Leb,Final Grounds,6
CPFG,Leb,Shy Guy Lumber Co.,8
CPFG,Leb,GBA Snow Land,12
CPFG,mysterious (bag),Anthill & Apian Apts.,1
CPFG,mysterious (bag),Festival Town,0
CPFG,mysterious (bag),Ice Cream Fortress,1
CPFG,mysterious (bag),SNES Choco Island 2,0
CPFG,mysterious (bag),Skyline Avenue,0
CPFG,mysterious (bag),Ruinated Peach's Castle,0
CPFG,mysterious (bag),Spooky Swamp,1
CPFG,mysterious (bag),Mushroom Peaks,1
CPFG,mysterious (bag),Wario's Climate Cataclysm,0
CPFG,mysterious (bag),Final Grounds,0
CPFG,mysterious (bag),Shy Guy Lumber Co.,0
CPFG,mysterious (bag),GBA Snow Land,0
Eι,CC,Anthill & Apian Apts.,6
Eι,CC,Festival Town,15
Eι,CC,Ice Cream Fortress,2
Eι,CC,SNES Choco Island 2,6
Eι,CC,Skyline Avenue,2
Eι,CC,Ruinated Peach's Castle,12
Eι,CC,Spooky Swamp,10
Eι,CC,Mushroom Peaks,10
Eι,CC,Wario's Climate Cataclysm,12
Eι,CC,Final Grounds,10
Eι,CC,Shy Guy Lumber Co.,3
Eι,CC,GBA Snow Land,6
Eι,Striker,Anthill & Apian Apts.,10
Eι,Striker,Festival Town,4
Eι,Striker,Ice Cream Fortress,6
Eι,Striker,SNES Choco Island 2,3
Eι,Striker,Skyline Avenue,3
Eι,Striker,Ruinated Peach's Castle,15
Eι,Striker,Spooky Swamp,6
Eι,Striker,Mushroom Peaks,2
Eι,Striker,Wario's Climate Cataclysm,15
Eι,Striker,Final Grounds,4
Eι,Striker,Shy Guy Lumber Co.,10
Eι,Striker,GBA Snow Land,10
Eι,EmiddlenameG,Anthill & Apian Apts.,15
Eι,EmiddlenameG,Festival Town,2
Eι,EmiddlenameG,Ice Cream Fortress,10
Eι,EmiddlenameG,SNES Choco Island 2,4
Eι,EmiddlenameG,Skyline Avenue,8
Eι,EmiddlenameG,Ruinated Peach's Castle,10
Eι,EmiddlenameG,Spooky Swamp,2
Eι,EmiddlenameG,Mushroom Peaks,6
Eι,EmiddlenameG,Wario's Climate Cataclysm,8
Eι,EmiddlenameG,Final Grounds,8
Eι,EmiddlenameG,Shy Guy Lumber Co.,2
Eι,EmiddlenameG (bag),GBA Snow Land,1
Eι,Rowlet4Ever,Anthill & Apian Apts.,3
Eι,Rowlet4Ever,Festival Town,3
Eι,Rowlet4Ever,Ice Cream Fortress,8
Eι,Rowlet4Ever,SNES Choco Island 2,2
Eι,Rowlet4Ever,Skyline Avenue,6
Eι,Rowlet4Ever,Ruinated Peach's Castle,8
Eι,Rowlet4Ever,Spooky Swamp,4
Eι,Rowlet4Ever,Mushroom Peaks,8
Eι,Rowlet4Ever,Wario's Climate Cataclysm,3
