team,player,track,score
sts,jayde,Sandstone Cliffs,4
sts,jayde,Thwomp Swamp,8
sts,jayde,Shy Guy Lumber Co.,15
sts,jayde,Siberian Chateau,2
sts,jayde,Halogen Highway,3
sts,jayde,Alpine Peak,4
sts,jayde,Wicked Woods,3
sts,jayde,N64 Rainbow Road,8
sts,Merc,Mansion of Madness,15
sts,Merc,Rainbow Road: Solar Edition,3
sts,Merc,Hell Pyramid,8
sts,Merc,Frantic Funyard,2
sts,Merc,Sandstone Cliffs,10
sts,Merc,Thwomp Swamp,2
sts,Merc,Shy Guy Lumber Co.,3
sts,Merc,Siberian Chateau,3
sts,Merc,Halogen Highway,4
sts,Merc,Alpine Peak,2
sts,Merc,Wicked Woods,2
sts,Merc,N64 Rainbow Road,2
sts,gakpo,Mansion of Madness,15
sts,gakpo,Rainbow Road: Solar Edition,3
sts,gakpo,Hell Pyramid,8
sts,gakpo,Frantic Funyard,2
sts,gakpo,Sandstone Cliffs,10
sts,gakpo,Thwomp Swamp,2
sts,gakpo,Shy Guy Lumber Co.,3
sts,gakpo,Siberian Chateau,3
sts,gakpo (bag),Halogen Highway,0
sts,gakpo (bag),Alpine Peak,0
sts,gakpo (bag),Wicked Woods,0
sts,gakpo (bag),N64 Rainbow Road,0
sts,JC (bag),Mansion of Madness,0
sts,JC (bag),Rainbow Road: Solar Edition,0
sts,JC (bag),Hell Pyramid,1
sts,JC (bag),Frantic Funyard,0
sts,JC (bag),Sandstone Cliffs,1
sts,JC (bag),Thwomp Swamp,0
sts,JC (bag),Shy Guy Lumber Co.,1
sts,JC (bag),Siberian Chateau,1
sts,JC (bag),Halogen Highway,1
sts,JC (bag),Alpine Peak,0
sts,JC (bag),Wicked Woods,1
sts,JC (bag),N64 Rainbow Road,1
TMNG,Marron,Lava Lake,8
TMNG,Marron,Wolf Castlegrounds,15
TMNG,Marron,Final Grounds,15
TMNG,Marron,Color Wonderland,2
TMNG,Marron,Infernal Pipeyard,6
TMNG,Marron,GBA Bowser Castle 4,10
TMNG,Marron,Skyline Avenue,2
TMNG,Marron,Castle of Time,8
TMNG,Marron,Christmas Court,8
TMNG,Marron,Haunted Gardens,10
TMNG,Marron,N64 Banshee Boardwalk,12
TMNG,Marron,Aqua Dungeon,15
TMNG,Mossan,Lava Lake,15
TMNG,Mossan,Wolf Castlegrounds,3
TMNG,Mossan,Final Grounds,8
TMNG,Mossan,Color Wonderland,12
TMNG,Mossan,Infernal Pipeyard,12
TMNG,Mossan,GBA Bowser Castle 4,15
TMNG,Mossan,Skyline Avenue,15
TMNG,Mossan,Castle of Time,4
TMNG,Mossan,Christmas Court,4
TMNG,Mossan,Haunted Gardens,12
TMNG,Mossan,N64 Banshee Boardwalk,3
TMNG,Mossan,Aqua Dungeon,4
TMNG,avalanche,Lava Lake,2
TMNG,avalanche,Wolf Castlegrounds,8
TMNG,avalanche,Final Grounds,3
TMNG,avalanche,Color Wonderland,15
TMNG,avalanche,Infernal Pipeyard,3
TMNG,avalanche,GBA Bowser Castle 4,6
TMNG,avalanche,Skyline Avenue,6
TMNG,avalanche,Castle of Time,6
TMNG,avalanche,Christmas Court,10
TMNG,avalanche,Haunted Gardens,15
TMNG,avalanche,N64 Banshee Boardwalk,6
TMNG,avalanche,Aqua Dungeon,2
TMNG,Ultimate Madoka,Lava Lake,3
TMNG,Ultimate Madoka,Wolf Castlegrounds,2
TMNG,Ultimate Madoka,Final Grounds,2
TMNG,Ultimate Madoka,Color Wonderland,3
TMNG,Ultimate Madoka,Infernal Pipeyard,8
TMNG,Ultimate Madoka,GBA Bowser Castle 4,2
TMNG,Ultimate Madoka,Skyline Avenue,10
TMNG,Ultimate Madoka,Castle of Time,12
TMNG,Ultimate Madoka,Christmas Court,2
TMNG,Ultimate Madoka,Haunted Gardens,2
TMNG,Ultimate Madoka,N64 Banshee Boardwalk,8
TMNG,Ultimate Madoka,Aqua Dungeon,10
TMNG,Momiji (bag),Lava Lake,0
TMNG,Momiji (bag),Wolf Castlegrounds,1
TMNG,Momiji (bag),Final Grounds,0
TMNG,Momiji (bag),Color Wonderland,0
TMNG,Momiji (bag),Infernal Pipeyard,1
TMNG,Momiji (bag),GBA Bowser Castle 4,0
TMNG,Momiji (bag),Skyline Avenue,1
TMNG,Momiji (bag),Castle of Time,1
TMNG,Momiji (bag),Christmas Court,0
TMNG,Momiji (bag),Haunted Gardens,0
TMNG,Momiji (bag),N64 Banshee Boardwalk,0
TMNG,Momiji (bag),Aqua Dungeon,0
Triton,James,Lava Lake,4
Triton,James,Wolf Castlegrounds,4
Triton,James,Final Grounds,6
Triton,James,Color Wonderland,10
Triton,James,Infernal Pipeyard,15
Triton,James,GBA Bowser Castle 4,4
Triton,James,Skyline Avenue,4
Triton,James,Castle of Time,2
Triton,James,Christmas Court,15
Triton,James,Haunted Gardens,8
Triton,James,N64 Banshee Boardwalk,15
Triton,James,Aqua Dungeon,12
Triton,ZachNY,Lava Lake,6
Triton,ZachNY,Wolf Castlegrounds,12
Triton,ZachNY,Final Grounds,12
Triton,ZachNY,Color Wonderland,6
Triton,ZachNY,Infernal Pipeyard,4
Triton,ZachNY,GBA Bowser Castle 4,3
Triton,ZachNY,Skyline Avenue,8
Triton,ZachNY,Castle of Time,15
Triton,ZachNY,Christmas Court,3
Triton,ZachNY,Haunted Gardens,6
Triton,ZachNY,N64 Banshee Boardwalk,10
Triton,ZachNY,Aqua Dungeon,6
Triton,Fernandez,Lava Lake,10
Triton,Fernandez,Wolf Castlegrounds,6
Triton,Fernandez,Final Grounds,4
Triton,Fernandez,Color Wonderland,4
Triton,Fernandez,Infernal Pipeyard,10
Triton,Fernandez,GBA Bowser Castle 4,12
Triton,Fernandez,Skyline Avenue,3
Triton,Fernandez,Castle of Time,10
Triton,Fernandez,Christmas Court,12
Triton,Fernandez,Haunted Gardens,3
Triton,Fernandez,N64 Banshee Boardwalk,2
Triton,Fernandez,Aqua Dungeon,8
Triton,JT,Lava Lake,12
Triton,JT,Wolf Castlegrounds,10
Triton,JT,Final Grounds,10
Triton,JT,Color Wonderland,8
Triton,JT,Infernal Pipeyard,2
Triton,JT,GBA Bowser Castle 4,8
Triton,JT,Skyline Avenue,12
Triton,JT,Castle of Time,3
Triton,JT,Christmas Court,6
Triton,JT,Haunted Gardens,4
Triton,JT,N64 Banshee Boardwalk,4
Triton,JT,Aqua Dungeon,3
Triton,Lochie (bag),Lava Lake,1
Triton,Lochie (bag),Wolf Castlegrounds,0
Triton,Lochie (bag),Final Grounds,1
Triton,Lochie (bag),Color Wonderland,1
Triton,Lochie (bag),Infernal Pipeyard,0
Triton,Lochie (bag),GBA Bowser Castle 4,1
Triton,Lochie (bag),Skyline Avenue,0
Triton,Lochie (bag),Castle of Time,0
Triton,Lochie (bag),Christmas Court,1
Triton,Lochie (bag),Haunted Gardens,1
Triton,Lochie (bag),N64 Banshee Boardwalk,1
Triton,Lochie (bag),Aqua Dungeon,1
Za,june,Bowser Jr.'s Fort,2
Za,june,DS Waluigi Pinball,8
Za,june,Tropical Factory,4
Za,june,N64 Banshee Boardwalk,8
Za,june,Color Wonderland,4
Za,june,GBA Cheep-Cheep Island,10
Za,june,Obstagoon's Palace,15
Za,june,Abandoned Boardwalk,15
Za,june,Medieval Castlegrounds,15
Za,june,Skyline Avenue,15
Za,june,Big Express City,6
Za,mike,Bowser Jr.'s Fort,12
Za,mike,DS Waluigi Pinball,3
Za,mike,Tropical Factory,15
Za,mike,N64 Banshee Boardwalk,4
Za,mike,Color Wonderland,8
Za,mike,GBA Cheep-Cheep Island,15
Za,mike,Obstagoon's Palace,6
Za,mike,Abandoned Boardwalk,6
Za,mike,Medieval Castlegrounds,8
Za,mike,Skyline Avenue,2
Za,mike,Big Express City,12
Za,Trevor,Bowser Jr.'s Fort,10
Za,Trevor,DS Waluigi Pinball,12
Za,Trevor,Tropical Factory,3
Za,Trevor,N64 Banshee Boardwalk,2
Za,Trevor,Color Wonderland,3
Za,Trevor,GBA Cheep-Cheep Island,4
Za,Trevor,Obstagoon's Palace,3
Za,Trevor,Abandoned Boardwalk,8
Za,Trevor,Medieval Castlegrounds,12
Za,Trevor,Skyline Avenue,12
Za,Trevor,Big Express City,10
Za,Sparkster,Bowser Jr.'s Fort,15
Za,Sparkster,DS Waluigi Pinball,10
Za,Sparkster,Tropical Factory,2
Za,Sparkster,N64 Banshee Boardwalk,6
Za,Sparkster,Color Wonderland,6
Za,Sparkster,GBA Cheep-Cheep Island,3
Za,Sparkster,Obstagoon's Palace,8
Za,Sparkster,Abandoned Boardwalk,2
Za,Sparkster,Medieval Castlegrounds,10
Za,Sparkster,Skyline Avenue,8
Za,Sparkster,Big Express City,3
Za,Striker (bag),Bowser Jr.'s Fort,1
Za,Striker (bag),DS Waluigi Pinball,1
Za,Striker (bag),Tropical Factory,1
Za,Striker (bag),N64 Banshee Boardwalk,0
Za,Striker (bag),Color Wonderland,1
Za,Striker (bag),GBA Cheep-Cheep Island,1
Za,Striker (bag),Obstagoon's Palace,1
Za,Striker (bag),Abandoned Boardwalk,0
Za,Striker (bag),Medieval Castlegrounds,1
Za,Striker (bag),Skyline Avenue,1
Za,Striker (bag),Big Express City,1
Albatross,volumes,Bowser Jr.'s Fort,8
Albatross,volumes,DS Waluigi Pinball,15
Albatross,volumes,Tropical Factory,12
Albatross,volumes,N64 Banshee Boardwalk,10
Albatross,volumes,Color Wonderland,12
Albatross,volumes,GBA Cheep-Cheep Island,6
Albatross,volumes,Obstagoon's Palace,4
Albatross,volumes,Abandoned Boardwalk,3
Albatross,volumes,Medieval Castlegrounds,3
Albatross,volumes,Skyline Avenue,3
Albatross,volumes,Big Express City,8
Albatross,fan,Bowser Jr.'s Fort,6
Albatross,fan,DS Waluigi Pinball,4
Albatross,fan,Tropical Factory,6
Albatross,fan,N64 Banshee Boardwalk,12
Albatross,fan,Color Wonderland,2
Albatross,fan,GBA Cheep-Cheep Island,12
Albatross,fan,Obstagoon's Palace,10
Albatross,fan,Abandoned Boardwalk,12
Albatross,fan,Medieval Castlegrounds,2
Albatross,fan,Skyline Avenue,10
Albatross,fan,Big Express City,4
Albatross,dr,Bowser Jr.'s Fort,3
Albatross,dr,DS Waluigi Pinball,6
Albatross,dr,Tropical Factory,8
Albatross,dr,N64 Banshee Boardwalk,15
Albatross,dr,Color Wonderland,15
Albatross,dr,GBA Cheep-Cheep Island,2
Albatross,dr,Obstagoon's Palace,2
Albatross,dr,Abandoned Boardwalk,4
Albatross,dr,Medieval Castlegrounds,4
Albatross,dr,Skyline Avenue,4
Albatross,dr,Big Express City,15
Albatross,m1,Bowser Jr.'s Fort,4
Albatross,m1,DS Waluigi Pinball,2
Albatross,m1,Tropical Factory,10
Albatross,m1,N64 Banshee Boardwalk,3
Albatross,m1,Color Wonderland,10
Albatross,m1,GBA Cheep-Cheep Island,8
Albatross,m1,Obstagoon's Palace,12
Albatross,m1,Abandoned Boardwalk,10
Albatross,m1,Medieval Castlegrounds,6
Albatross,m1,Skyline Avenue,6
Albatross,m1,Big Express City,2
Albatross,ETH4N (bag),Bowser Jr.'s Fort,0
Albatross,ETH4N (bag),DS Waluigi Pinball,0
Albatross,ETH4N (bag),Tropical Factory,0
Albatross,ETH4N (bag),N64 Banshee Boardwalk,1
Albatross,ETH4N (bag),Color Wonderland,0
Albatross,ETH4N (bag),GBA Cheep-Cheep Island,0
Albatross,ETH4N (bag),Obstagoon's Palace,0
Albatross,ETH4N (bag),Abandoned Boardwalk,1
Albatross,ETH4N (bag),Medieval Castlegrounds,0
Albatross,ETH4N (bag),Skyline Avenue,0
Albatross,ETH4N (bag),Big Express City,0
Omega,Boshi,Desert Fort,10
Omega,Boshi,Festival Town,8
Omega,Boshi,The Rabbit Hole,15
Omega,Boshi,Crystal Dungeon,8
Omega,Boshi,Dark Matter Shrine,3
Omega,Boshi,Forest Creek,6
Omega,Boshi,Mushroom Peaks,8
Omega,Boshi,Flying Kingdom,2
Omega,Boshi,3DS Rosalina's Ice World,15
Omega,Boshi,Castle in the Sky,12
Omega,Boshi,Final Grounds,12
Omega,Boshi,Cherry Blossom Garden,2
Omega,scrimshaw,Desert Fort,15
Omega,scrimshaw,Festival Town,4
Omega,scrimshaw,The Rabbit Hole,6
Omega,scrimshaw,Crystal Dungeon,4
Omega,scrimshaw,Dark Matter Shrine,12
Omega,scrimshaw,Forest Creek,10
Omega,scrimshaw,Mushroom Peaks,6
Omega,scrimshaw,Flying Kingdom,4
Omega,scrimshaw,3DS Rosalina's Ice World,12
Omega,scrimshaw,Castle in the Sky,15
Omega,scrimshaw,Final Grounds,3
Omega,scrimshaw,Cherry Blossom Garden,8
Omega,Ice,Desert Fort,6
Omega,Ice,Festival Town,10
Omega,Ice,The Rabbit Hole,12
Omega,Ice,Crystal Dungeon,15
Omega,Ice,Dark Matter Shrine,2
Omega,Ice,Forest Creek,15
Omega,Ice,Mushroom Peaks,4
Omega,Ice,Flying Kingdom,10
Omega,Ice,3DS Rosalina's Ice World,2
Omega,Ice,Castle in the Sky,3
Omega,Ice,Final Grounds,6
Omega,Ice,Cherry Blossom Garden,3
Omega,Indy,Desert Fort,2
Omega,Indy,Festival Town,3
Omega,Indy,The Rabbit Hole,4
Omega,Indy,Crystal Dungeon,2
Omega,Indy,Dark Matter Shrine,6
Omega,Indy,Forest Creek,12
Omega,Indy,Mushroom Peaks,15
Omega,Indy,Flying Kingdom,12
Omega,Indy,3DS Rosalina's Ice World,3
Omega,Indy,Castle in the Sky,4
Omega,Indy,Final Grounds,15
Omega,Indy,Cherry Blossom Garden,4
Omega,Hintz (bag),Desert Fort,0
Omega,Hintz (bag),Festival Town,0
Omega,Hintz (bag),The Rabbit Hole,1
Omega,Hintz (bag),Crystal Dungeon,1
Omega,Hintz (bag),Dark Matter Shrine,1
Omega,Hintz (bag),Forest Creek,0
Omega,Hintz (bag),Mushroom Peaks,1
Omega,Hintz (bag),Flying Kingdom,0
Omega,Hintz (bag),3DS Rosalina's Ice World,1
Omega,Hintz (bag),Castle in the Sky,0
Omega,Hintz (bag),Final Grounds,1
Omega,Hintz (bag),Cherry Blossom Garden,1
Triton,jass,Desert Fort,8
Triton,jass,Festival Town,12
Triton,jass,The Rabbit Hole,2
Triton,jass,Crystal Dungeon,12
Triton,jass,Dark Matter Shrine,10
Triton,jass,Forest Creek,8
Triton,jass,Mushroom Peaks,10
Triton,jass,Flying Kingdom,15
Triton,jass,3DS Rosalina's Ice World,4
Triton,jass,Castle in the Sky,2
Triton,jass,Final Grounds,2
Triton,jass,Cherry Blossom Garden,12
Triton,James,Desert Fort,3
Triton,James,Festival Town,15
Triton,James,The Rabbit Hole,8
Triton,James,Crystal Dungeon,6
Triton,James,Dark Matter Shrine,15
Triton,James,Forest Creek,4
Triton,James,Mushroom Peaks,2
Triton,James,Flying Kingdom,3
Triton,James,3DS Rosalina's Ice World,10
Triton,James,Castle in the Sky,10
Triton,James,Final Grounds,8
Triton,James,Cherry Blossom Garden,6
Triton,Virox,Desert Fort,12
Triton,Virox,Festival Town,2
Triton,Virox,The Rabbit Hole,10
Triton,Virox,Crystal Dungeon,10
Triton,Virox,Dark Matter Shrine,8
Triton,Virox,Forest Creek,2
Triton,Virox,Mushroom Peaks,3
Triton,Virox,Flying Kingdom,8
Triton,Virox,3DS Rosalina's Ice World,8
Triton,Virox (bag),Castle in the Sky,1
Triton,Virox,Final Grounds,4
Triton,Virox,Cherry Blossom Garden,10
Triton,ZachNY,Desert Fort,4
Triton,ZachNY,Festival Town,6
Triton,ZachNY,The Rabbit Hole,3
Triton,ZachNY,Crystal Dungeon,3
Triton,ZachNY,Dark Matter Shrine,4
Triton,ZachNY,Forest Creek,3
Triton,ZachNY,Mushroom Peaks,12
Triton,ZachNY,Flying Kingdom,6
Triton,ZachNY,3DS Rosalina's Ice World,6
Triton,ZachNY,Castle in the Sky,6
Triton,ZachNY,Final Grounds,10
Triton,ZachNY,Cherry Blossom Garden,15
Triton,JT (bag),Desert Fort,1
Triton,JT (bag),Festival Town,1
Triton,JT (bag),The Rabbit Hole,0
Triton,JT (bag),Crystal Dungeon,0
Triton,JT (bag),Dark Matter Shrine,0
Triton,JT (bag),Forest Creek,1
Triton,JT (bag),Mushroom Peaks,0
Triton,JT (bag),Flying Kingdom,1
Triton,JT (bag),3DS Rosalina's Ice World,0
Triton,JT,Castle in the Sky,8
Triton,JT (bag),Final Grounds,0
Triton,JT (bag),Cherry Blossom Garden,0
sts,Loocas,Marble Towers,15
sts,Loocas,Bowser Jr.'s Fort,15
sts,Loocas,Lava Lake,2
sts,Loocas,Alpine Peak,10
sts,Loocas,Christmas Court,12
sts,Loocas,Sandy Clocktower,12
sts,Loocas,Sandstone Cliffs,6
sts,Loocas,N64 Banshee Boardwalk,4
sts,Loocas,Hell Pyramid,6
sts,Loocas,Fort Francis,6
sts,Loocas,Color Wonderland,10
sts,Loocas,Infernal Pipeyard,12
sts,Bally,Marble Towers,8
sts,Bally,Bowser Jr.'s Fort,8
sts,Bally,Lava Lake,15
sts,Bally,Alpine Peak,3
sts,Bally,Christmas Court,10
sts,Bally,Sandy Clocktower,10
sts,Bally,Sandstone Cliffs,2
sts,Bally,N64 Banshee Boardwalk,8
sts,Bally,Hell Pyramid,8
sts,Bally,Fort Francis,15
sts,Bally,Color Wonderland,3
sts,Bally,Infernal Pipeyard,4
sts,jayde,Marble Towers,2
sts,jayde,Bowser Jr.'s Fort,3
sts,jayde,Lava Lake,8
sts,jayde,Alpine Peak,15
sts,jayde,Christmas Court,6
sts,jayde,Sandy Clocktower,2
sts,jayde,Sandstone Cliffs,10
sts,jayde,N64 Banshee Boardwalk,2
sts,jayde,Hell Pyramid,2
sts,jayde,Fort Francis,12
sts,jayde,Color Wonderland,8
sts,jayde,Infernal Pipeyard,6
sts,JP,Marble Towers,12
sts,JP,Bowser Jr.'s Fort,4
sts,JP,Lava Lake,3
sts,JP,Alpine Peak,4
sts,JP,Christmas Court,15
sts,JP,Sandy Clocktower,4
sts,JP,Sandstone Cliffs,8
sts,JP,N64 Banshee Boardwalk,3
sts,JP,Hell Pyramid,10
sts,JP,Fort Francis,4
sts,JP,Color Wonderland,6
sts,JP,Infernal Pipeyard,2
sts,Merc (bag),Marble Towers,1
sts,Merc (bag),Bowser Jr.'s Fort,1
sts,Merc (bag),Lava Lake,1
sts,Merc (bag),Alpine Peak,0
sts,Merc (bag),Christmas Court,0
sts,Merc (bag),Sandy Clocktower,1
sts,Merc (bag),Sandstone Cliffs,1
sts,Merc (bag),N64 Banshee Boardwalk,1
sts,Merc (bag),Hell Pyramid,1
sts,Merc (bag),Fort Francis,1
sts,Merc (bag),Color Wonderland,0
sts,Merc (bag),Infernal Pipeyard,1
Albatross,volumes,Marble Towers,4
Albatross,volumes,Bowser Jr.'s Fort,12
Albatross,volumes,Lava Lake,6
Albatross,volumes,Alpine Peak,12
Albatross,volumes,Christmas Court,3
Albatross,volumes,Sandy Clocktower,15
Albatross,volumes,Sandstone Cliffs,12
Albatross,volumes,N64 Banshee Boardwalk,15
Albatross,volumes,Hell Pyramid,15
Albatross,volumes,Fort Francis,2
Albatross,volumes,Color Wonderland,12
Albatross,volumes,Infernal Pipeyard,15
Albatross,m1,Marble Towers,10
Albatross,m1,Bowser Jr.'s Fort,6
Albatross,m1,Lava Lake,12
Albatross,m1,Alpine Peak,6
Albatross,m1,Christmas Court,4
Albatross,m1,Sandy Clocktower,8
Albatross,m1,Sandstone Cliffs,15
Albatross,m1,N64 Banshee Boardwalk,12
Albatross,m1,Hell Pyramid,4
Albatross,m1,Fort Francis,10
Albatross,m1,Color Wonderland,2
Albatross,m1,Infernal Pipeyard,8
Albatross,dr,Marble Towers,6
Albatross,dr,Bowser Jr.'s Fort,10
Albatross,dr,Lava Lake,4
Albatross,dr,Alpine Peak,2
Albatross,dr,Christmas Court,8
Albatross,dr,Sandy Clocktower,6
Albatross,dr,Sandstone Cliffs,3
Albatross,dr,N64 Banshee Boardwalk,6
Albatross,dr,Hell Pyramid,12
Albatross,dr,Fort Francis,8
Albatross,dr,Color Wonderland,15
Albatross,dr,Infernal Pipeyard,10
Albatross,Matt,Marble Towers,3
Albatross,Matt,Bowser Jr.'s Fort,2
Albatross,Matt,Lava Lake,10
Albatross,Matt,Alpine Peak,8
Albatross,Matt,Christmas Court,2
Albatross,Matt (bag),Sandy Clocktower,0
Albatross,Matt,Sandstone Cliffs,4
Albatross,Matt,N64 Banshee Boardwalk,10
Albatross,Matt,Hell Pyramid,3
Albatross,Matt,Fort Francis,3
Albatross,Matt,Color Wonderland,4
Albatross,Matt,Infernal Pipeyard,3
Albatross,ETH4N (bag),Marble Towers,0
Albatross,ETH4N (bag),Bowser Jr.'s Fort,0
Albatross,ETH4N (bag),Lava Lake,0
Albatross,ETH4N (bag),Alpine Peak,1
Albatross,ETH4N (bag),Christmas Court,1
Albatross,ETH4N,Sandy Clocktower,3
Albatross,ETH4N (bag),Sandstone Cliffs,0
Albatross,ETH4N (bag),N64 Banshee Boardwalk,0
Albatross,ETH4N (bag),Hell Pyramid,0
Albatross,ETH4N (bag),Fort Francis,0
Albatross,ETH4N (bag),Color Wonderland,1
Albatross,ETH4N (bag),Infernal Pipeyard,0
TMNG,Kaguya,Skyline Avenue,8
TMNG,Kaguya,Color Wonderland,12
TMNG,Kaguya,Super Sky Courtyard,10
TMNG,Kaguya,DS Rainbow Road,15
TMNG,Kaguya,Strobenz Desert Illusion,8
TMNG,Kaguya,Frantic Funyard,4
TMNG,Kaguya,Desert Fort,15
TMNG,Kaguya,DS Tick-Tock Clock,15
TMNG,Kaguya,Terra Ursae,3
TMNG,Kaguya,Lava Lake,15
TMNG,Kaguya,Lava Road,15
TMNG,Kaguya,Mushroom Peaks,10
TMNG,Marron,Skyline Avenue,15
TMNG,Marron,Color Wonderland,10
TMNG,Marron,Super Sky Courtyard,2
TMNG,Marron,DS Rainbow Road,12
TMNG,Marron,Strobenz Desert Illusion,10
TMNG,Marron,Frantic Funyard,12
TMNG,Marron,Desert Fort,6
TMNG,Marron,DS Tick-Tock Clock,12
TMNG,Marron,Terra Ursae,2
TMNG,Marron,Lava Lake,8
TMNG,Marron,Lava Road,6
TMNG,Marron (bag),Mushroom Peaks,1
TMNG,Mossan,Skyline Avenue,12
TMNG,Mossan,Color Wonderland,8
TMNG,Mossan,Super Sky Courtyard,3
TMNG,Mossan,DS Rainbow Road,3
TMNG,Mossan,Strobenz Desert Illusion,4
TMNG,Mossan,Frantic Funyard,15
TMNG,Mossan,Desert Fort,3
TMNG,Mossan,DS Tick-Tock Clock,4
TMNG,Mossan,Terra Ursae,4
TMNG,Mossan,Lava Lake,3
TMNG,Mossan,Lava Road,12
TMNG,Mossan,Mushroom Peaks,8
TMNG,tobun,Skyline Avenue,3
TMNG,tobun,Color Wonderland,15
TMNG,tobun,Super Sky Courtyard,8
TMNG,tobun,DS Rainbow Road,10
TMNG,tobun,Strobenz Desert Illusion,2
TMNG,tobun,Frantic Funyard,2
TMNG,tobun,Desert Fort,10
TMNG,tobun,DS Tick-Tock Clock,3
TMNG,tobun,Terra Ursae,15
TMNG,tobun,Lava Lake,2
TMNG,tobun,Lava Road,2
TMNG,tobun,Mushroom Peaks,2
TMNG,Ultimate Madoka (bag),Skyline Avenue,0
TMNG,Ultimate Madoka (bag),Color Wonderland,1
TMNG,Ultimate Madoka (bag),Super Sky Courtyard,1
TMNG,Ultimate Madoka (bag),DS Rainbow Road,0
TMNG,Ultimate Madoka (bag),Strobenz Desert Illusion,1
TMNG,Ultimate Madoka (bag),Frantic Funyard,0
TMNG,Ultimate Madoka (bag),Desert Fort,0
TMNG,Ultimate Madoka (bag),DS Tick-Tock Clock,1
TMNG,Ultimate Madoka (bag),Terra Ursae,0
TMNG,Ultimate Madoka (bag),Lava Lake,1
TMNG,Ultimate Madoka (bag),Lava Road,0
TMNG,Ultimate Madoka (bag),Mushroom Peaks,0
Flag,End,Skyline Avenue,6
Flag,End,Color Wonderland,3
Flag,End,Super Sky Courtyard,6
Flag,End,DS Rainbow Road,6
Flag,End,Strobenz Desert Illusion,15
Flag,End,Frantic Funyard,8
Flag,End,Desert Fort,8
Flag,End,DS Tick-Tock Clock,10
Flag,End,Terra Ursae,8
Flag,End,Lava Lake,10
Flag,End,Lava Road,10
Flag,End,Mushroom Peaks,15
Flag,Lawrence,Skyline Avenue,10
Flag,Lawrence,Color Wonderland,6
Flag,Lawrence,Super Sky Courtyard,15
Flag,Lawrence,DS Rainbow Road,4
Flag,Lawrence,Strobenz Desert Illusion,12
Flag,Lawrence,Frantic Funyard,10
Flag,Lawrence,Desert Fort,2
Flag,Lawrence,DS Tick-Tock Clock,6
Flag,Lawrence,Terra Ursae,6
Flag,Lawrence,Lava Lake,6
Flag,Lawrence (bag),Lava Road,1
Flag,Lawrence,Mushroom Peaks,12
Flag,Malware,Skyline Avenue,2
Flag,Malware,Color Wonderland,4
Flag,Malware,Super Sky Courtyard,12
Flag,Malware,DS Rainbow Road,2
Flag,Malware,Strobenz Desert Illusion,3
Flag,Malware,Frantic Funyard,6
Flag,Malware,Desert Fort,12
Flag,Malware,DS Tick-Tock Clock,8
Flag,Malware,Terra Ursae,12
Flag,Malware,Lava Lake,12
Flag,Malware,Lava Road,4
Flag,Malware,Mushroom Peaks,4
Flag,Silver,Skyline Avenue,4
Flag,Silver,Color Wonderland,2
Flag,Silver,Super Sky Courtyard,4
Flag,Silver,DS Rainbow Road,8
Flag,Silver,Strobenz Desert Illusion,6
Flag,Silver,Frantic Funyard,3
Flag,Silver,Desert Fort,4
Flag,Silver,DS Tick-Tock Clock,2
Flag,Silver,Terra Ursae,10
Flag,Silver,Lava Lake,4
Flag,Silver,Lava Road,8
Flag,Silver,Mushroom Peaks,6
Flag,Masako (bag),Skyline Avenue,1
Flag,Masako (bag),Color Wonderland,0
Flag,Masako (bag),Super Sky Courtyard,0
Flag,Masako (bag),DS Rainbow Road,1
Flag,Masako (bag),Strobenz Desert Illusion,0
Flag,Masako (bag),Frantic Funyard,1
Flag,Masako (bag),Desert Fort,1
Flag,Masako (bag),DS Tick-Tock Clock,0
Flag,Masako (bag),Terra Ursae,1
Flag,Masako (bag),Lava Lake,0
Flag,Masako,Lava Road,3
Flag,Masako,Mushroom Peaks,3
